id,exercise_name,videoURL,steps,Category,Difficulty,Force,Grips,target,youtubeURL,details,Aka
211,Plate Lateral Lunge,"['https://media.musclewiki.com/media/uploads/videos/branded/male-plate-lateral-lunge-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-plate-lateral-lunge-side.mp4#t=0.1']","['Stand with feet hip-width apart and the plate held in front of the torso.', 'Take a step to the side with one foot, bending the knee and lowering the hips into a lunge.', 'Push through the front foot to return to the starting position.', 'Repeat on the other side by stepping to the other side with the other foot.']",Plate,Beginner,,Neutral,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
212,Plate Forward Lunge,"['https://media.musclewiki.com/media/uploads/videos/branded/male-plate-forward-lunge-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-plate-forward-lunge-side.mp4#t=0.1']","['Stand with feet hip-width apart and the plate held in front of the torso.', 'Take a step forward with one foot, bending the front knee to lower the hips into a lunge.', 'Push through the front foot to return to the starting position.', 'Repeat on the other side by stepping forward with the other foot.']",Plate,Beginner,,Neutral,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
213,Plate Reverse Lunge Twist,"['https://media.musclewiki.com/media/uploads/videos/branded/male-plate-reverse-lunge-twist-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-plate-reverse-lunge-twist-side.mp4#t=0.1']","['Step back with your right foot into a lunge position, both knees bent at 90 degrees.', 'Twist your torso to the right, keeping the plate close to your chest.', 'Push through your front foot to return to the starting position and repeat on the other side.']",Plate,Intermediate,,,"{'Primary': ['Quads', 'Triceps'], 'Secondary': ['Glutes', 'Obliques']}",,,
214,Plate Reverse Lunge,"['https://media.musclewiki.com/media/uploads/videos/branded/male-plate-reverse-lunge-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-plate-reverse-lunge-side.mp4#t=0.1']","['Hold the plate at chest height close to your body', 'Take a big step backwards with your left leg, lowering your body until your left thigh is parallel to the ground and your right knee is bent at a 90-degree angle.', 'Push through your right heel to return to standing, bringing your left leg back to starting position.', 'Repeat the movement on the other side, stepping backwards with your right leg and lowering your body until your right thigh is parallel to the ground and your left knee is bent at a 90-degree angle.']",Plate,Beginner,,,{'Primary': ['Quads']},,,
215,Band Leg Extension,"['https://media.musclewiki.com/media/uploads/videos/branded/male-band-leg-extension-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-band-leg-extension-side.mp4#t=0.1']","['Anchor a band to something stable and set up a bench.', 'Run through the band underneath the bench and loop around your feet.', 'Flex and extend your knees.']",Band,Beginner,Push,None,{'Primary': ['Quads']},,,
216,Plate Overhead Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-plate-overhead-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-plate-overhead-squat-side.mp4#t=0.1']","[""Hold a weight plate at arm's length overhead, with your arms fully extended. The plate should be directly above your head and your elbows should be locked."", 'Begin to bend your knees, lowering your body as far as you can while keeping the weight plate overhead. Make sure to keep your back straight and your chest lifted.', 'Once your thighs are parallel to the ground or as low as you can go, pause for a moment.', 'Push through your heels to return to a standing position, keeping the weight plate overhead the entire time.']",Plate,Intermediate,,,{'Primary': ['Quads']},,,
217,Plate Deficit Lunge,"['https://media.musclewiki.com/media/uploads/videos/branded/male-plate-deficit-lunge-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-plate-deficit-lunge-side.mp4#t=0.1']","['Stand on a plate with both feet.', 'Step back with one foot to the floor and let your back knee get close to or tap the floor.', 'Push through your front leg until both feet are back on the plate.']",Plate,Advanced,Push,None,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
218,Plate Overhead Walking Lunge,"['https://media.musclewiki.com/media/uploads/videos/branded/male-plate-overhead-walking-lunge-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-plate-overhead-walking-lunge-side.mp4#t=0.1']","['Stand tall with a plate overhead.', 'Step with one foot forward bringing your back knee to the floor. Gently tap your knee then drive through your front leg.', 'Go back to a standing position and then step forward with the opposing legs.']",Plate,Intermediate,Push,Neutral,"{'Primary': ['Quads'], 'Secondary': ['Glutes'], 'Tertiary': ['Shoulders']}",,,
219,Plate Squat Hold,"['https://media.musclewiki.com/media/uploads/videos/branded/male-plate-squat-hold-front_LrtgCLV.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-plate-squat-hold-side_mxmbCnO.mp4#t=0.1']","['Start by standing with your feet shoulder-width apart, with a weight plate held in both hands at chest height.', 'Lower your body by bending your knees and hips, keeping your back straight and your weight in your heels.', 'Go down until your thighs are parallel to the floor, then pause for a moment.', 'Hold the squat position for the desired amount of time, keeping the weight plate steady and your core engaged.']",Plate,Beginner,Hold,Neutral,"{'Primary': ['Quads', 'Glutes']}",,,
220,Plate Thruster,"['https://media.musclewiki.com/media/uploads/videos/branded/male-plate-squat-thruster-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-plate-squat-thruster-side.mp4#t=0.1']","['Start with the plate at chest height. Begin a squat.', 'Make sure to hit parallel depth. On your way back up, use the momentum you generate with your legs to help push the plate into an overhead position.', 'Let the plate return to chest height before initiating the next squat.']",Plate,Intermediate,Push,Overhand,"{'Primary': ['Quads'], 'Secondary': ['Shoulders'], 'Tertiary': ['Glutes']}",,,
221,Dumbbell Overhead Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-overhead-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-overhead-squat-side.mp4#t=0.1']","['Stand with your feet slightly wider than shoulder-width apart and hold two dumbbells overhead with both hands, using an overhand grip.', 'Begin the squat by bending at the hips and knees, keeping your core tight and the dumbbells balanced overhead.', 'Lower your body as far as you can while keeping the dumbbells overhead, then push back up to the starting position.', 'Repeat for the desired number of repetitions, making sure to keep your back straight, chest lifted, and the dumbbells stable overhead throughout the entire movement.']",Dumbbells,Advanced,Push,Neutral,"{'Primary': ['Quads'], 'Secondary': ['Glutes'], 'Tertiary': ['Shoulders']}",,,
222,Single Arm Overhead Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-arm-overhead-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-arm-overhead-squat-side.mp4#t=0.1']","['Stand with your feet shoulder-width apart and a dumbbell in your right hand, extending it overhead.', 'Inhale and begin to squat down, keeping the dumbbell overhead and your back straight.', 'Go down as far as you can while still maintaining control, then exhale and return to standing position, keeping the dumbbell overhead. Repeat for desired reps and then switch to the other arm.']",Dumbbells,Advanced,Push,,"{'Primary': ['Quads'], 'Secondary': ['Shoulders'], 'Tertiary': ['Glutes']}",,,
223,TRX Curtsy Lunge,"['https://media.musclewiki.com/media/uploads/videos/branded/male-trx-curtsy-lunge-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-trx-curtsy-lunge-side.mp4#t=0.1']","['Stand facing away from the anchor point, holding onto the TRX handles with both hands.', 'Step your left foot behind your right, crossing it behind your right leg, and lower yourself into a curtsy lunge.', 'Push through your right foot to return to the starting position and repeat the movement with the other leg.']",TRX,Intermediate,Push,Overhand Neutral,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
224,TRX Jumping Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-trx-jump-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-trx-jump-squat-side.mp4#t=0.1']","['Stand facing the TRX straps and place your feet shoulder-width apart.', 'Begin by lowering into a squat position by bending at the knees and hips, keeping your back straight and chest up.', 'Explosively jump up off the ground, using your arms for momentum if desired.', 'Land softly back in the squat position, making sure to absorb the impact with your legs.']",TRX,Intermediate,Push,Overhand Neutral,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
225,TRX Lateral Lunge,"['https://media.musclewiki.com/media/uploads/videos/branded/male-trx-lateral-lunge-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-trx-lateral-lunge-side.mp4#t=0.1']","['Grasp the TRX handles with both hands and extend your arms straight in front of you.', 'Step laterally to one side, keeping your arms extended and your core engaged.', 'Lower your body into a lunge position, keeping your front knee bent at a 90-degree angle and your back leg straight.', 'Push off your front foot to return to the starting position, keeping your arms extended and your core engaged.']",TRX,Intermediate,Push,Overhand Neutral,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
226,TRX Reverse Lunge,"['https://media.musclewiki.com/media/uploads/videos/branded/male-trx-reverse-lunge-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-trx-reverse-lunge-side.mp4#t=0.1']","['Hold on to the TRX straps and step away until the strap is taut.', 'Step backwards with one leg in to a lunge position and gently tap your knee to the floor.', 'Lunge back to the starting position and repeat with the other leg.']",TRX,Beginner,Push,Overhand Neutral,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
227,TRX Split Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-trx-split-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-trx-split-squat-side.mp4#t=0.1']","['Hold the two TRX straps and step away until the straps are taut. Take a split stance.', 'Bring your back knee to the floor and gently tap the floor.', 'Use your arms and the TRX to help assist you getting back into the starting position.']",TRX,Beginner,Push,Overhand Neutral,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
228,TRX Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-trx-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-trx-squat-side.mp4#t=0.1']","['Hold the two TRX straps and lean away from the anchor point.', 'Flex at the hips and knees in to a squat position.', 'You can use your arms and the straps to assist you back into the starting position.']",TRX,Beginner,Push,Overhand Neutral,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
229,Dumbbell Glute Bridge,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-glute-bridge-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-glute-bridge-side.mp4#t=0.1']","['Lay flat on the ground with both feet planted. Make sure you keep your heels glued to the floor.', 'Place the dumbbell on your hips. Push your hips toward the ceiling until you feel your glutes contract.', 'Then return to the floor.']",Dumbbells,Beginner,,,"{'Primary': ['Quads', 'Hamstrings', 'Glutes']}",,,
230,Barbell Sumo Deadlift,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-sumo-deadlift-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-sumo-deadlift-side.mp4#t=0.1']","['Stance width can vary with a sumo DL. Some prefer toes near the plates. Others prefer a more narrow stance to get more drive off the floor.', 'Make sure your arms are inside your legs. The bar should be just over your mid-foot. Flatten your back and push your heels into the floor.', 'Try to extend your knees and hips simultaneously.']",Barbell,Intermediate,,,"{'Primary': ['Glutes'], 'Secondary': ['Quads'], 'Tertiary': ['Lower back']}",https://www.youtube.com/embed/C6aXGfIilEE,"

Barbell Sumo Deadlift: A Comprehensive Guide
Setup

Start by selecting an appropriate weight on the barbell
Position the barbell in front of your feet, making sure it is centered and directly under the bar
Stand with your feet slightly wider than hip-width apart, with your toes pointing outwards
Bend your knees and lower yourself until your shins touch the bar
Grip the bar with your hands, making sure they are positioned just outside your feet
Take a deep breath and tighten your core muscles to prepare for the lift

How to Perform

Lift your chest, straighten your back, and look forward
Begin by driving through your heels and pushing your hips forward
Lift the bar off the ground by extending your hips and knees
Make sure to keep your chest lifted and your back straight throughout the lift
Once the bar reaches knee height, pause briefly before continuing the movement
Lower the bar back to the ground by reversing the movement, bending your hips and knees
Repeat the exercise for the desired number of repetitions

Technique

Keep your feet flat on the ground and maintain your balance throughout the exercise
Avoid rounding your back, as this can cause injury and decrease your lifting efficiency
Keep your core tight and maintain good posture to prevent your lower back from arching
Use your legs and hips, not your arms or back, to lift the bar off the ground
Do not drop the bar, but rather control the descent back to the ground

Things to Avoid

Using too much weight that may compromise your technique and increase your risk of injury
Rounding your back or allowing your hips to drop too low during the lift
Bouncing the bar off the ground, as this can cause strain on your lower back
Lifting with your arms instead of using your legs and hips
Forgetting to warm up properly before starting the exercise

",
